"avgAnnCount"	"avgDeathsPerYear"	"TARGET_deathRate"	"incidenceRate"	"medIncome"	"popEst2015"	"povertyPercent"	"studyPerCap"	"binnedInc"	"MedianAge"	"MedianAgeMale"	"MedianAgeFemale"	"Geography"	"AvgHouseholdSize"	"PercentMarried"	"PctNoHS18_24"	"PctHS18_24"	"PctSomeCol18_24"	"PctBachDeg18_24"	"PctHS25_Over"	"PctBachDeg25_Over"	"PctEmployed16_Over"	"PctUnemployed16_Over"	"PctPrivateCoverage"	"PctPrivateCoverageAlone"	"PctEmpPrivCoverage"	"PctPublicCoverage"	"PctPublicCoverageAlone"	"PctWhite"	"PctBlack"	"PctAsian"	"PctOtherRace"	"PctMarriedHouseholds"	"BirthRate"
38	17	153.9	388.8	48125	6524	11.7	0	"(48021.6, 51046.4]"	43.8	42.2	45	"Spink County, South Dakota"	2.41	54	24.9	39.7	NA	6.8	36.4	17.1	NA	1.1	69.9	53.8	36.4	34.9	18.3	95.78386606	0.426179604	0	1.065449011	50.96921323	7.28
1962.667684	12	215.9	453.5494221	36471	2605	17.4	0	"(34218.1, 37413.8]"	50.4	49.1	52.2	"Elk County, Kansas"	2.1	60.3	6.5	59.7	NA	4.8	35.3	11.8	50.7	5.3	66	42.5	36.2	45.5	20.3	94.37197167	0.782705926	0.409988818	0.447260529	52.14968153	3.050108932
2249	860	175.4	461.7	49659	491863	14.7	1099.899769	"(48021.6, 51046.4]"	37.7	36.5	38.7	"Greenville County, South Carolina"	2.58	50.5	15	29.9	NA	12.3	26.3	20.7	58.6	7.6	66.7	NA	48.1	29.3	16.5	76.24483316	18.27973291	2.137067991	1.225934559	50.47870034	5.183355631
336	137	177.5	420.3	58921	76559	9.8	0	"(54545.6, 61494.5]"	38.4	37.9	39	"Wagoner County, Oklahoma"	2.74	57.5	20.6	39.3	NA	5.9	35.3	16.2	59.2	6	67	53	47.1	31.3	16.7	76.02764256	3.556127389	1.258770941	1.09827433	58.88459857	4.655824075
39	17	159.3	373.2	36055	8761	25.9	0	"(34218.1, 37413.8]"	500.4	41.4	42.1	"Marion County, Georgia"	2.83	44.1	29.4	41.2	NA	6.8	37.5	7	45.9	14.3	56.5	37.1	30.2	36.4	17.3	58.77102643	31.53678911	0.125872525	5.675706603	43.53518822	12.64845606
73	31	173.4	431.6	44905	12469	12.8	882.1878258	"(42724.4, 45201]"	40.6	39.7	41.5	"Union County, Iowa"	2.3	51.2	21.8	26.1	46.1	6	40	11.5	64.1	5.4	71.4	51.6	43.1	37.4	16.8	97.36779324	0.986083499	0.333996024	0.007952286	47.6859659	7.681053402
60	25	186.1	473.6	37486	8615	19	0	"(37413.8, 40362.7]"	42.4	39.5	45	"Harrison County, Missouri"	2.37	59.4	28.6	33.6	NA	10.9	48.6	9.2	NA	5.8	60.4	41.3	30.9	41.8	21.5	97.38592066	0.848429259	0.034395781	0.343957808	55.2881925	6.972477064
28	13	182.9	383	55493	8005	13.5	124.9219238	"(54545.6, 61494.5]"	33	32.7	33.4	"Winkler County, Texas"	2.84	55.5	22.6	32	NA	4.8	31.2	9.3	58.5	2.5	58.4	47.9	42.3	25.3	13.8	88.31837381	3.313093981	0.395987328	4.435058078	55.2130898	7.146724418
123	55	208.5	483.8	40701	16376	17	0	"(40362.7, 42724.4]"	49.3	49.1	49.6	"Sawyer County, Wisconsin"	2.19	57	29.4	36.5	NA	4	34.5	14.6	NA	9.8	57.9	NA	32.9	48.4	27.4	78.21998423	0.691621671	0.43074683	0.588485106	51.33849708	4.272316777
84	32	176.9	510	42105	11703	16.1	170.8963514	"(40362.7, 42724.4]"	43.7	41.9	45.2	"Montgomery County, Missouri"	2.37	55.1	19.9	39.3	NA	4.8	42.3	7.8	54.3	9.4	63.4	46.1	39.5	39.2	20.3	96.09682553	1.365273473	0.318284613	0.184270039	50.9848174	4.500642949
75	40	200.5	376.2	38975	16059	20.8	0	"(37413.8, 40362.7]"	40.1	40.1	40.1	"Smith County, Mississippi"	2.65	53.6	24.9	39.1	NA	5.4	42.2	8.2	50.8	4.8	56.8	42.6	36	41.7	24.5	74.87236267	24.76471674	0.06766316	0.012302393	51.32292523	5.357614146
62	26	199.3	508.2	43111	9014	16.2	0	"(42724.4, 45201]"	42.3	41.4	43.5	"Caldwell County, Missouri"	2.39	58.6	33	37	NA	1.3	44	13.4	54.6	5.2	70.1	54.5	46.2	33.7	16.6	96.62005945	0.759660905	0.253220302	0.308268193	55.45087483	7.368995633
527	210	168.7	447.1	46128	92916	13.4	32.28722717	"(45201, 48021.6]"	41	39.3	42.7	"Tuscarawas County, Ohio"	2.49	54.9	16.1	43.2	NA	6.5	46.9	9.9	58.2	7	67.7	52.6	48.3	34.9	18.3	96.6395892	0.84468753	0.37541668	0.495161656	53.99449786	5.283776996
495	208	193.7	479.9	49234	75550	13.9	688.2859034	"(48021.6, 51046.4]"	44	42.8	45	"Erie County, Ohio"	2.35	50.1	12.2	39	NA	5.5	39.5	13.4	57.6	7.7	71.7	53	48.7	36.1	16.7	86.56702696	8.419905176	0.509580909	0.886513179	47.04882425	4.607982234
128	53	194	478.1	36994	16931	20.3	0	"(34218.1, 37413.8]"	49.8	49.5	50.1	"Piscataquis County, Maine"	2.24	52.8	16	42	NA	3.5	40.5	11.9	45.8	10.5	53.8	35.5	30.9	50.6	25.8	96.57262765	0.37304733	0.466309163	0.32058755	48.82454509	6.290471785
429	199	231.3	495	37245	65294	23.5	30.63068582	"(34218.1, 37413.8]"	42.4	41.4	43.6	"Walker County, Alabama"	2.54	51	16.9	34.4	NA	4.3	36.5	6.5	45.4	11.4	62.4	44.4	39.5	40.2	19.9	91.11690912	5.765817696	0.373162629	0.571879314	50.94523865	5.931679153
224	90	200.4	491.8	58900	37143	9.7	26.92297337	"(54545.6, 61494.5]"	43.6	42.3	44.8	"Gloucester County, Virginia"	2.57	57.9	15.5	40.4	NA	7.4	33.9	14.1	57.8	4.7	76.4	57.3	41.6	26.8	9.7	87.72465609	8.267344126	0.508094376	0.224318262	58.1022409	4.308202154
1962.667684	7	165.4	453.5494221	55378	3007	11.1	0	"(54545.6, 61494.5]"	41.6	38.3	46.3	"Morton County, Kansas"	2.53	54.2	21.1	51	21.7	6.2	32.5	10.6	57.1	5.8	70.9	56.8	49.6	30.1	15.2	85.83386993	0.933676755	0.160978751	7.244043786	52.56518082	3.29153605
26	10	174.5	516.2	54593	3356	8	0	"(54545.6, 61494.5]"	46.9	45.3	47.3	"Foster County, North Dakota"	2.22	60.2	14.6	43.9	NA	10.5	31.4	15.6	64.8	1.3	84	61.9	49.9	28.5	7.4	97.59358289	0.118835413	0.683303624	0.059417706	55.79514825	6.307692308
244	101	192.7	471.1	49516	41329	13	0	"(48021.6, 51046.4]"	41.9	40.3	43.2	"Preble County, Ohio"	2.56	55.9	19.2	34.4	42.6	3.7	46	8.1	58.4	7.3	68.5	52.4	48.3	36.2	19.6	97.37056763	0.621371335	0.513411065	0	56.00347308	3.877752218
1072	424	174.3	454.6	49626	203709	13	14.72688983	"(48021.6, 51046.4]"	42.2	40.9	43.3	"Baldwin County, Alabama"	2.6	53.8	17.7	33.4	NA	8.6	28.8	19.3	55	7.5	67.6	51.3	42.6	33.7	17.5	86.43149635	9.601734308	0.669840765	0.958379672	53.93501026	5.381477705
188	76	184.3	476.2	45029	30780	13.9	259.9090318	"(42724.4, 45201]"	43.1	42.2	44.4	"Caledonia County, Vermont"	2.43	49.5	12.1	43.2	NA	7.9	36.1	16	58	7.2	60	NA	40.6	46.3	29	96.50135431	0.615890623	0.744872952	0.067715723	48.8646537	3.307540586
509	197	176.4	469.7	45641	102782	15.2	2062.617968	"(45201, 48021.6]"	35.4	34.2	36.5	"Woodbury County, Iowa"	2.58	48.7	14.4	33.3	NA	4.6	34.2	14.4	65.7	5.2	67.5	NA	48.8	33.5	19.2	85.21505901	2.791378133	2.614844436	4.611333268	46.91639073	6.360617144
98	40	161.7	424.4	49583	18372	15.1	0	"(48021.6, 51046.4]"	39	36.7	41	"Beadle County, South Dakota"	2.31	55.7	34.7	32.7	27.9	4.8	33.3	15.6	66	2.9	69.8	NA	43.6	34.6	18.2	87.89630119	0.253192426	7.7553941	1.854909731	50.25776603	6.529752501
2467	883	170.2	488.7	58471	442867	10.2	85.80454177	"(54545.6, 61494.5]"	40.7	39.5	41.9	"York County, Pennsylvania"	2.57	52.6	14.4	40.4	NA	9	41	14.9	61.8	7.3	75.1	60	54.7	30.1	15	88.82818542	5.861119956	1.362188964	1.583723787	53.48532996	4.689714916
194	112	236.4	403.3	33577	43738	27.1	0	"[22640, 34218.1]"	35.6	34	37.1	"Mississippi County, Arkansas"	2.57	45.8	19.8	40.8	NA	3.1	36.6	8.2	50.3	12	49.5	37	31.9	45.2	30	61.72878031	34.64470399	0.296451498	1.633826676	43.72557027	7.372578522
120	47	167.2	443.9	42348	21019	18.3	47.57600266	"(40362.7, 42724.4]"	40.7	38.9	42.4	"Conway County, Arkansas"	2.49	54.2	15.6	41.8	NA	4.2	42.1	11.1	49.5	8.1	58.3	43.5	37.1	42.3	24.3	85.40975841	12.03694931	0.052108006	0.222643297	49.95216455	5.789245447
120	51	188.9	450.6	46317	22842	17.8	131.3370108	"(45201, 48021.6]"	39.3	37.9	40.7	"Assumption Parish, Louisiana"	2.64	49.1	23.9	38.6	NA	3.9	39.5	7.5	NA	10.3	58.7	43.4	39.2	39.4	22.2	68.01405213	29.86077981	0.225528039	0.4857527	49.20323326	5.233611011
1962.667684	74	169.5	453.5494221	50685	32775	11.8	0	"(48021.6, 51046.4]"	41.2	40	42.5	"Morrison County, Minnesota"	2.43	57.5	16.2	35.1	44.3	4.4	38.6	11.6	63.6	5.8	71.3	53	44.5	37.6	18.8	97.19980584	0.543049572	0.503610218	0.260906498	55.11533853	5.734925549
196	78	184.4	498.7	48881	27980	10.9	0	"(48021.6, 51046.4]"	46.1	45.5	46.9	"Lincoln County, Wisconsin"	2.22	57.2	13.1	41.6	NA	5	40.5	10.9	59.6	6.1	74.7	54.9	49.4	36.1	15.5	96.95962667	0.51969172	0.431308775	0.289896062	53.43425397	3.410283316
216	73	162.7	494.3	49809	34833	14.2	0	"(48021.6, 51046.4]"	42.3	40.4	44.2	"Seneca County, New York"	2.37	47.4	26.9	31	33.5	8.7	34.6	11.9	53.5	5.5	70.1	52.2	47.1	35.9	16.3	92.07261552	4.484407011	0.722740724	0.264625541	47.30477103	7.177836855
50	21	181.9	463.5	42555	7344	14.4	0	"(40362.7, 42724.4]"	43.9	42.8	46.8	"Van Buren County, Iowa"	2.49	60.6	25.6	23.8	NA	8.2	43.5	9.5	NA	6.6	65.1	NA	37	38.7	19.5	97.92787944	0.605489774	0.24219591	0.08073197	60.39402174	7.260963336
31	12	162.7	495.5	40979	3625	12.7	0	"(40362.7, 42724.4]"	47.5	45.5	49	"Webster County, Nebraska"	2.31	57.2	28	31.1	NA	3.5	36.1	12.9	56.7	4.7	69.1	50.4	38.5	38.3	17.7	95.53692183	0.054097917	1.379496889	0.513930214	54.25257732	3.524229075
24	13	188.6	369.7	36294	3615	20	0	"(34218.1, 37413.8]"	47.6	46.8	48.4	"Baca County, Colorado"	2.3	57.8	28.9	22.6	NA	5.4	31.6	14.3	56.6	4.5	51.2	33	24.3	51.4	30.5	95.75790327	1.188867874	0.081059173	0.297216968	52.80612245	5.028735632
1962.667684	9	121.8	453.5494221	52001	6634	18.5	0	"(51046.4, 54545.6]"	41.3	39.5	44.1	"Pershing County, Nevada"	2.29	44.8	38	28.9	NA	0	35.4	7.5	36.9	9.5	59.9	43.8	38.1	34.7	19.1	86.35822672	4.819994049	0.163641773	2.915798869	51.4162266	14.62113127
130	60	240.6	508.7	41505	23593	21.3	0	"(40362.7, 42724.4]"	38.4	35.9	41.1	"Butts County, Georgia"	2.7	46.6	31.8	36.8	NA	3.1	43.8	7.1	45.8	10.3	60.9	48	42.7	33.8	18.9	69.65237791	28.05288974	0.516101514	0.810407336	53.52456908	6.070755704
57	24	161	394.4	42720	11318	16.7	0	"(40362.7, 42724.4]"	43.7	43.7	43.8	"Boundary County, Idaho"	2.55	61.2	38.9	39.3	NA	0.3	36.8	10	44.7	4.7	51.5	36.5	26.2	38.2	22.3	94.04251437	0.237204635	0.182465104	0.77547669	57.58499414	5.523535062
58	27	184.3	401.8	36893	10824	20	0	"(34218.1, 37413.8]"	41.4	41.2	41.7	"Pike County, Arkansas"	2.5	56.9	18.5	40.4	36.6	4.5	35.6	8.4	51	6.6	48.7	NA	28.4	46.5	30	89.2847479	3.13881122	0.496076486	5.068999729	52.49138921	8.52225021
29	12	145.4	403.4	53944	6047	10.4	0	"(51046.4, 54545.6]"	36.1	36	36.1	"Hamlin County, South Dakota"	2.64	66.2	19.1	52	NA	3	43.3	15.2	66.4	2.5	79.5	64.2	47.9	26.6	12.5	97.02440655	0.11701772	0.267469074	1.086593113	65.2892562	11.43878463
89	21	94.4	380.7	63490	21592	10.6	46.31344943	"(61494.5, 125635]"	43	42.4	43.6	"Blaine County, Idaho"	2.35	59.8	17.5	40.5	33.9	8.1	18	30.6	70.8	4.1	68.6	52.8	32.4	23.3	13.8	89.8024309	0.089164203	1.243605988	7.358393167	51.75930076	7.863131656
145	73	211.4	429.4	39933	29343	23.5	0	"(37413.8, 40362.7]"	37	35.7	40.1	"Caddo County, Oklahoma"	2.77	48	25.5	41.9	NA	2.9	41.2	11.3	49	9.5	51.1	37.5	32	37.2	21.4	63.08526869	2.742837769	0.261061197	3.776911341	49.32366203	5.189317106
86	36	178.9	432.6	44397	15414	15.1	0	"(42724.4, 45201]"	42.3	41.6	43.4	"Appomattox County, Virginia"	2.55	54.3	10.8	45.2	38.2	5.8	36.1	10.1	53.3	6.6	68	52.5	44.5	35.3	18.7	77.50526039	20.28537612	0.111783272	0.24986849	54.81369078	4.406073236
1962.667684	13	157.6	453.5494221	41303	3704	13.5	0	"(40362.7, 42724.4]"	50.7	50.3	50.9	"Smith County, Kansas"	2.21	60.7	10	37.2	NA	4.8	35.3	13	59.4	3.2	76	49.8	31.2	39.1	15.4	97.48663102	0.427807487	0.160427807	0.053475936	56.26874625	8.463949843
115	56	188.1	384.2	40442	21347	19.3	0	"(40362.7, 42724.4]"	42.8	38.5	46.8	"Tyler County, Texas"	2.39	53.5	33.3	40.6	NA	1.8	41.8	7.7	40.8	11.5	59.2	39.8	35.2	41.8	19.1	85.01071662	11.12664244	0.270245084	1.691361476	55.60993976	6.233421751
183	84	185.6	408	43425	37893	19.6	0	"(42724.4, 45201]"	40.3	39.2	42	"Dyer County, Tennessee"	2.51	51.7	17.3	37.3	NA	3.4	40.2	11.6	54.1	6.6	63.9	50.4	46.1	37.6	21.9	82.04656541	13.34419509	0.580753666	0.835654596	50.38510482	6.483677849
130	48	164.1	445.2	40884	31857	22.8	0	"(40362.7, 42724.4]"	28	26.6	30.7	"Kleberg County, Texas"	2.76	40.2	13.8	12.2	NA	11.9	22.1	16.9	53.6	11.7	56.6	44.2	39.3	31.5	18.7	85.75665803	4.052577352	2.020044335	6.160042462	42.6645883	5.244100387
105	43	162.6	420.1	35425	25378	26.9	0	"(34218.1, 37413.8]"	27.9	27.8	27.9	"Adair County, Missouri"	2.36	39.1	4.5	12.9	NA	11.1	33.9	15.2	51.8	7.9	73.9	59.6	50.6	27.4	13.2	93.52895149	2.0657277	2.386541471	0.19170579	43.06175402	3.767349636
1962.667684	43	150.1	453.5494221	48609	37118	18.8	377.1754944	"(48021.6, 51046.4]"	30.4	29.3	31.4	"Finney County, Kansas"	2.9	52.6	26.7	33.9	35.6	3.8	23.1	12.4	70.1	4.6	64.5	53.3	48.6	28.8	17.7	75.70624512	2.326771335	4.044919613	14.13028842	52.00793651	8.186469585
61	29	194.4	402.4	37644	13820	29	0	"(37413.8, 40362.7]"	37.5	36.3	41.3	"Lincoln County, Arkansas"	2.43	37.2	29.3	47.9	NA	2.8	48	6.5	31.2	14.2	50.4	36.8	32.1	46.4	30.1	66.56947803	31.06954914	0	1.479163704	49.38118812	8.022922636
81	27	150.6	455.9	46840	14871	15.8	0	"(45201, 48021.6]"	42.4	41.4	43.3	"Oglethorpe County, Georgia"	2.63	52.6	19.5	39.2	NA	9.7	36.1	10	53.9	5.3	62.2	49.6	40.5	35.3	20	77.93436819	16.19689542	0.313180828	1.756535948	54.51100686	6.672760512
22	8	125.9	424.9	40258	2759	13	0	"(37413.8, 40362.7]"	53.4	51.4	56.4	"McIntosh County, North Dakota"	2.06	62.2	40.3	11.1	NA	12.5	31.5	14.4	58.2	1.2	83.9	51.4	35.4	41.6	10	96.73794853	0.326205147	0.507430228	0	55.62451513	4.662004662
102	38	155.9	433.1	47340	20479	15.7	0	"(45201, 48021.6]"	35.1	34.1	35.7	"Carbon County, Utah"	2.61	54.3	9.7	31.3	NA	2.6	26.9	10.7	57.8	7.4	70.6	54.8	50.6	30.8	14.4	92.42127395	0.654656664	0.649878148	2.738089549	52.6801744	8.165882856
74	26	148.3	482.3	42046	10234	19.3	0	"(40362.7, 42724.4]"	45.1	43.5	47.7	"Montgomery County, Iowa"	2.22	55.6	21.4	36.9	NA	2.1	37.6	10.9	55.2	9.6	67.9	45.6	37.6	43.4	21.2	95.86239847	0	0.028666985	1.299569995	50.62906725	6.811862836
106	51	191.1	428	41872	18270	16.4	0	"(40362.7, 42724.4]"	41.9	39.7	44.6	"Young County, Texas"	2.54	58.1	26	40	NA	5.3	35.9	11.7	57.5	5.6	58	NA	37.4	31.8	17.2	94.07496317	1.096622838	0.332805936	2.291450707	58.00421644	6.038978864
184	70	157.6	455.2	45316	34445	16	0	"(45201, 48021.6]"	37.1	36.4	38.4	"Clark County, Wisconsin"	2.65	58.2	37.3	35.4	NA	2.7	43.3	8.4	61.2	4.8	56.6	41.9	34.1	34	17.6	97.12034301	0.402688452	0.446144041	0.625760473	57.41970774	9.86429301
230	98	198.1	477.8	45841	39259	18.7	0	"(45201, 48021.6]"	508.8	41.5	43.4	"Person County, North Carolina"	2.52	47.6	22.2	28	44.7	5.1	35.5	11.3	53	11.9	60	45.4	37.9	39.3	22.3	68.76623707	27.37761703	0.430441648	1.533289185	45.40726776	6.140350877
200	84	183.5	438.5	56787	39578	10	101.0662489	"(54545.6, 61494.5]"	41.7	40.7	42.8	"Harrison County, Indiana"	2.67	52.3	17.3	49	NA	7.8	41.9	10.4	58.2	7.9	73.1	58	53.5	30.3	13.6	97.46622483	0.828447617	0.36961509	0.198827428	55.09449466	3.198968831
32	14	154.3	431.1	43249	4329	13.4	0	"(42724.4, 45201]"	49.2	48	50.9	"Nuckolls County, Nebraska"	2.08	60.7	16.8	26.6	NA	9	42.1	11.2	61.9	2.9	72.3	NA	35.7	38.5	13.8	97.97312685	0.045547711	0.751537235	0.159416989	53.38491296	7.142857143
1333	552	173.6	434.6	40386	288072	20.6	829.6536977	"(40362.7, 42724.4]"	35.6	34.5	37.2	"Greene County, Missouri"	2.31	47.4	8.2	23.1	58.9	9.8	27.9	19	58.9	6.8	67.6	54.4	46.9	29.5	15.9	91.03797236	3.142235687	1.769736517	0.727738819	44.69897734	5.445266147
80	35	162.2	372	39625	14058	17.4	0	"(37413.8, 40362.7]"	45	42.2	48	"Las Animas County, Colorado"	2.36	52.2	12.6	31.2	NA	0.2	28.3	10.5	49.3	9.2	56.6	NA	33.4	43	24.7	82.67255051	1.834103289	0.68261739	8.2534648	50.56642636	3.897032535
76	31	173.1	479.1	52376	11099	10.3	0	"(51046.4, 54545.6]"	42.8	41.1	43.9	"Barnes County, North Dakota"	2.07	58	12.1	15.5	NA	9.2	31.3	19.4	64.1	2.4	81.6	62.4	46.2	27.5	8.9	94.51203028	0.937190232	2.018563576	0.765972785	51.52294304	8.043956044
1962.667684	63	155.3	453.5494221	52531	39710	13.6	0	"(51046.4, 54545.6]"	35.4	35.3	35.6	"Benton County, Minnesota"	2.45	50.6	12.6	27	52.4	8	32.1	15.2	66	6.7	71.5	NA	51.3	32.2	18	94.31427042	2.325284924	1.132046608	0.117284108	48.05527124	7.207014542
120	50	202.6	514.6	40013	15816	18.5	0	"(37413.8, 40362.7]"	46	44.6	47.2	"Wetzel County, West Virginia"	2.46	51.4	19.8	52.5	NA	3.2	48.7	6	41.7	8.1	63.5	42.7	39.7	44.6	21.3	98.44030451	0.117596088	0.470384354	0	51.70881226	6.161137441
325	121	159.7	430.2	53572	66418	12	813.0326116	"(51046.4, 54545.6]"	40.9	39.8	42.4	"Lewis and Clark County, Montana"	2.38	51.7	13.6	31.7	49.4	5.3	23.7	24.3	63.1	4.9	74.1	58.3	50.6	30.3	13.2	93.63954894	0.526339948	0.627323776	0.2585798	49.23186185	5.247084953
81	52	239.8	380.6	32120	17482	28.7	0	"[22640, 34218.1]"	37.6	36.3	38.8	"Pemiscot County, Missouri"	2.53	41.5	23.3	49.8	25.1	1.8	37.8	7.8	47.1	11.2	45.7	NA	27.7	47.5	28	70.23602624	27.15703313	0.033637944	0.37001738	38.70967742	6.710775047
78	30	138	372.4	43355	15651	14.1	2875.215641	"(42724.4, 45201]"	45.2	42.9	46.4	"Floyd County, Virginia"	2.46	58.9	17.8	49.3	NA	2.7	35.6	12.1	59.5	5.7	69.8	54.3	44.2	33.6	16.4	95.98660053	2.518843007	0	0.10307286	59.06553979	4.274857505
211	91	197	449.1	52996	44094	12.6	0	"(51046.4, 54545.6]"	40.2	38.9	41.8	"Madison County, Ohio"	2.57	48.1	19.1	39.4	NA	5.3	40.7	12.2	52.7	5.9	72.9	57.9	53.8	31.3	16.1	90.48232695	5.844992636	0.810014728	0.271539028	54.0721857	4.909090909
102	48	222	480.1	47418	16672	14.4	119.9616123	"(45201, 48021.6]"	41.3	40.1	42.3	"Rush County, Indiana"	2.42	55.1	22	39.1	NA	3.4	47.4	8.7	57.7	6.9	66.7	52	44.8	33.4	17	97.18086046	0.924018598	0.229533282	0.594432347	51.98789974	5.966850829
198	89	185.1	426.3	42000	38012	19.4	0	"(40362.7, 42724.4]"	40.9	39.5	42.5	"Newberry County, South Carolina"	2.55	45.6	18.6	32.1	43	6.4	34.9	10.7	51.9	10.2	63.4	47.5	42.1	39.3	21.5	61.70867604	30.00530645	0.644733351	5.444414964	46.41282285	5.557586837
46	19	181.3	475.5	46501	6205	13.1	0	"(45201, 48021.6]"	43.7	40.9	45.9	"Taylor County, Iowa"	2.23	62.3	14.7	41.3	NA	4.9	42	10.3	62.4	4.4	68.3	49.1	38.7	37.6	17.5	95.87960728	0.209238693	0.611620795	1.738290681	55.57580175	5.024311183
511	215	189	452.5	43348	93919	18.2	21.29494564	"(42724.4, 45201]"	41	39.2	42.5	"Nash County, North Carolina"	2.52	45.3	22	29.9	NA	7.6	33.9	13.6	53.8	11.9	59.8	45.4	39.4	37.6	21.3	54.39918921	38.1991512	0.838242436	3.375139883	44.16932255	6.201122458
43	17	166.4	417.2	52030	8878	14.9	0	"(51046.4, 54545.6]"	40.5	36.4	43.8	"Jack County, Texas"	2.55	56.9	30.2	44.1	NA	0.6	40.5	7.2	45.1	5.6	60.7	45	36.7	33	16.6	92.48826291	5.130784708	0.044712721	1.419628884	62.55361267	6.95970696
305	120	162.8	442.5	49819	60338	15.7	464.0525042	"(48021.6, 51046.4]"	36.9	35.5	39.1	"Walla Walla County, Washington"	2.5	46.5	13.7	29.2	NA	5.6	22.6	16.4	54.5	6.4	65.7	47.6	40	38	18.8	86.23882396	1.649198004	1.617386063	5.63573653	49.3270649	4.138710893
677	297	195.5	443.6	42232	138900	19.5	158.387329	"(40362.7, 42724.4]"	38.2	36.4	39.5	"Florence County, South Carolina"	2.61	46.1	17.2	29.9	NA	6.7	33.7	13.9	NA	12.1	59.7	46.5	41.6	38.6	23.5	54.89553965	41.74437938	1.16171474	0.305790501	45.28902347	5.663639027
404	173	183.5	441.2	33398	68502	23.4	87.58868354	"[22640, 34218.1]"	43.7	42.6	45	"Wilkes County, North Carolina"	2.48	55.6	17.1	30.7	NA	5.2	32.2	9.1	47.5	11.7	58.3	42.3	35.5	41.2	23	91.2134134	4.471615467	0.317639892	2.30180141	54.17912625	3.78540305
82	33	211.9	527.4	38471	12622	22.3	0	"(37413.8, 40362.7]"	40.7	40	41.1	"Lawrence County, Mississippi"	2.63	51.6	20.6	43.2	33.3	2.8	35.4	8.5	47.2	10.8	56.4	40.8	34.8	39.2	22.2	66.335611	32.30573653	0.063562689	0.158906722	51.52719665	5.109751709
177	72	155.6	396.1	52224	44497	13.9	0	"(51046.4, 54545.6]"	34.1	33.4	35	"Dunn County, Wisconsin"	2.48	47.6	4.5	25.4	NA	5.5	34.6	16.2	62	6.1	72.4	57.5	50.2	32.3	16.8	94.42242804	0.597839625	2.096967776	0.23551258	51.38981814	5.116736739
162	69	213.9	500.5	40387	28854	18.8	138.6289596	"(40362.7, 42724.4]"	40.3	37.9	41.4	"Haralson County, Georgia"	2.63	55.2	19.9	39.5	NA	6.1	37.7	8.4	49.6	12.3	58	45.5	42.7	36.9	22.6	91.40556625	4.908104323	0.773674077	1.046735515	55.69738191	6.089508437
44	19	173.4	414.4	46196	8681	12.8	0	"(45201, 48021.6]"	40.4	37.5	42.3	"Benton County, Indiana"	2.52	51.4	17.6	46.6	NA	2.7	45.2	12	60.4	5.3	62.4	48.6	42.5	35.9	20.5	97.82906764	0.845521024	0.148537477	0.262797075	50.01458151	7.146666667
1573	534	162.6	490.4	65813	271863	11.1	367.8323273	"(61494.5, 125635]"	40.7	38.7	42.5	"New London County, Connecticut"	2.45	48.7	8.7	37.2	NA	10.8	31.2	17.7	59.5	8.3	74.1	NA	49.9	33.7	17.5	81.46860186	5.61707268	4.157622124	3.186119296	48.23231138	4.578351666
82	33	197.8	511.8	49385	11542	14.8	0	"(48021.6, 51046.4]"	42.7	41.9	44	"Wabash County, Illinois"	2.37	56.3	10.2	27.5	NA	7	32.2	11.4	58.6	8.7	71.5	54.2	45.4	36.6	18.4	96.67868177	0.935461723	0.90971507	0.154479918	54.07513858	5.041322314
117	56	196.1	444.8	37632	17860	20.1	0	"(37413.8, 40362.7]"	45.7	44.5	47.4	"Unicoi County, Tennessee"	2.36	52.8	8.5	35.6	NA	2.2	41.6	7.5	NA	13.7	57.8	37.3	32.5	46.9	24.4	97.03912779	0.802479385	0.28225137	1.029387349	50.29617663	6.395035078
70	29	168.5	437.9	49507	10676	12.4	655.6762833	"(48021.6, 51046.4]"	45.9	44.4	46.7	"Guthrie County, Iowa"	2.34	59.6	7	30.7	NA	10.4	39.3	13.7	61.7	5.4	74.4	54.2	44.5	35.9	15.6	97.71880819	0.754189944	0.148975791	0.456238361	54.80726628	4.965920156
267	127	182.6	407.6	48569	45749	14.1	808.7608472	"(48021.6, 51046.4]"	44.3	43.4	45.4	"Stephenson County, Illinois"	2.37	51.3	18.9	32	NA	5.2	35.3	11.5	58.1	9.9	63.4	45.9	40.1	44.1	26	86.2691689	9.192493298	0.838605898	0.932975871	48.01803202	3.816793893
1537	662	186.7	444.2	46139	311003	15.3	234.7244239	"(45201, 48021.6]"	37.2	34.9	39.6	"Escambia County, Florida"	2.53	41.3	12.9	30.9	NA	6.7	28.9	16.4	52.4	9.4	65.5	48.2	36.3	35	18.2	68.96159986	21.60403752	2.893639803	1.201004156	41.92591941	4.387164057
122	49	183.1	484.9	50347	19950	13.3	0	"(48021.6, 51046.4]"	40.7	38.9	42.5	"Henry County, Iowa"	2.43	52.1	21	26.6	45	7.3	37.3	14.6	56.1	5.1	71.8	53	45.9	38.1	18.2	91.98705179	2.380478088	2.176294821	1.190239044	52.72202545	5.797101449
