avgAnnCount;avgDeathsPerYear;TARGET_deathRate;incidenceRate;medIncome;popEst2015;povertyPercent;studyPerCap;binnedInc;MedianAge;MedianAgeMale;MedianAgeFemale;Geography;State;Region[CAT];AvgHouseholdSize;PercentMarried;PctNoHS18_24;PctHS18_24;PctSomeCol18_24;PctBachDeg18_24;PctHS25_Over;PctBachDeg25_Over;PctEmployed16_Over;PctUnemployed16_Over;PctPrivateCoverage;PctPrivateCoverageAlone;PctEmpPrivCoverage;PctPublicCoverage;PctPublicCoverageAlone;PctWhite;PctBlack;PctAsian;PctOtherRace;PctMarriedHouseholds;BirthRate;naa;nab
550,00;210,00;180,00;475,20;51978,00;102426,00;11,80;439,34;(51046.4, 54545.6];40,20;38,90;41,50;Franklin County, Missouri;Missouri;Midwest;2,53;56,70;16,10;33,60;44,50;5,80;34,30;11,70;60,30;7,20;71,60;59,60;53,30;28,60;16,50;96,25;1,03;0,50;0,62;54,77;5,59;;
1962,67;7,00;136,20;453,55;50886,00;2640,00;10,40;0,00;(48021.6, 51046.4];47,40;45,30;50,10;Gove County, Kansas;Kansas;Midwest;2,25;69,10;8,70;29,10;;6,30;37,70;17,40;62,60;1,90;74,70;;35,10;32,30;12,60;96,89;0,99;0,55;0,15;62,44;8,95;;
1962,67;6,00;134,00;453,55;45341,00;2591,00;12,00;0,00;(45201, 48021.6];49,80;49,00;51,90;Graham County, Kansas;Kansas;Midwest;2,12;60,80;19,20;21,90;;17,90;32,70;20,00;59,60;2,40;77,00;46,70;37,20;38,80;12,80;91,90;3,09;1,20;0,00;53,29;10,81;;
1962,67;13,00;197,80;453,55;60279,00;7733,00;10,90;0,00;(54545.6, 61494.5];32,80;32,40;33,20;Grant County, Kansas;Kansas;Midwest;2,86;62,50;37,80;33,00;;0,00;28,90;14,00;64,70;7,30;62,30;53,10;40,60;25,60;17,90;75,42;0,01;0,00;22,15;64,28;5,38;;
1962,67;9,00;150,70;453,55;58543,00;6133,00;8,30;0,00;(54545.6, 61494.5];36,10;36,80;35,00;Gray County, Kansas;Kansas;Midwest;2,78;64,80;33,50;25,60;;4,50;25,60;14,30;70,80;2,90;76,10;;48,40;22,10;11,40;98,35;0,00;0,13;1,07;64,88;6,20;;
1962,67;3,00;156,90;453,55;52795,00;1330,00;10,80;0,00;(51046.4, 54545.6];49,40;48,70;49,90;Greeley County, Kansas;Kansas;Midwest;2,46;66,60;4,80;0,00;;40,30;30,30;20,40;60,50;2,10;81,90;60,50;42,70;28,80;10,50;87,17;0,90;0,33;8,91;64,68;5,69;;
1962,67;17,00;155,40;453,55;39732,00;6244,00;16,90;0,00;(37413.8, 40362.7];48,00;48,00;48,00;Greenwood County, Kansas;Kansas;Midwest;2,23;55,30;8,60;39,10;45,70;6,60;40,10;11,30;56,20;3,50;69,40;;40,50;38,00;15,80;95,37;0,16;0,05;0,86;49,75;5,46;;
1962,67;5,00;164,20;453,55;47709,00;2474,00;12,80;0,00;(45201, 48021.6];38,00;35,80;39,10;Hamilton County, Kansas;Kansas;Midwest;2,59;61,80;25,10;38,70;;8,40;34,80;11,10;67,40;2,30;58,90;;35,70;31,10;17,60;87,97;2,09;0,00;7,73;57,01;6,61;;
1962,67;19,00;194,70;453,55;50525,00;5817,00;12,90;171,91;(48021.6, 51046.4];43,00;39,70;46,70;Harper County, Kansas;Kansas;Midwest;2,34;56,60;17,10;44,70;;6,30;36,60;13,00;59,70;3,70;71,70;;44,50;32,80;14,00;96,21;0,15;0,05;0,58;51,95;7,60;;
1962,67;79,00;162,20;453,55;55074,00;35073,00;12,80;1881,79;(54545.6, 61494.5];38,60;37,70;39,30;Harvey County, Kansas;Kansas;Midwest;2,47;58,40;13,00;23,70;;11,50;29,60;17,30;60,80;4,40;75,10;59,40;51,20;29,90;14,40;92,92;1,64;0,68;1,81;57,58;5,86;;
1962,67;5,00;122,60;453,55;59596,00;4064,00;10,70;0,00;(54545.6, 61494.5];36,10;32,60;38,50;Haskell County, Kansas;Kansas;Midwest;2,93;58,60;38,00;36,70;;4,00;20,90;11,20;68,20;3,90;62,40;53,50;41,40;27,50;17,80;85,76;0,00;0,94;10,12;63,94;5,97;;
1962,67;4,00;127,60;453,55;52394,00;1893,00;8,80;0,00;(51046.4, 54545.6];47,80;46,30;49,30;Hodgeman County, Kansas;Kansas;Midwest;2,36;65,50;24,50;34,30;;2,00;25,90;18,40;65,00;2,50;79,20;;47,00;28,20;9,50;96,03;0,00;2,37;0,00;61,28;9,39;;
1962,67;31,00;178,70;453,55;53796,00;13338,00;10,30;0,00;(51046.4, 54545.6];40,80;39,40;42,50;Jackson County, Kansas;Kansas;Midwest;2,51;61,40;23,40;30,50;;7,80;40,60;12,50;62,80;4,40;77,70;59,90;52,60;31,00;13,00;87,62;0,67;0,49;0,04;58,76;5,90;;
1962,67;42,00;173,00;453,55;56927,00;18930,00;9,40;0,00;(54545.6, 61494.5];43,50;42,60;44,60;Jefferson County, Kansas;Kansas;Midwest;2,47;61,70;16,00;37,60;;4,70;40,70;12,70;62,00;6,90;77,60;60,40;54,20;29,10;11,90;95,69;0,48;0,02;0,13;60,97;5,16;;
1962,67;11,00;165,80;453,55;44101,00;2970,00;13,50;0,00;(42724.4, 45201];52,10;50,70;52,80;Jewell County, Kansas;Kansas;Midwest;2,10;63,50;6,30;24,60;44,00;25,10;39,40;11,30;58,30;2,50;74,80;46,60;31,90;41,50;15,80;97,14;0,07;0,59;0,49;54,78;6,68;;
1962,67;796,00;146,80;453,55;76104,00;580159,00;6,60;449,88;(61494.5, 125635];36,80;35,60;38,10;Johnson County, Kansas;Kansas;Midwest;2,56;56,80;11,50;25,00;;17,10;15,20;33,60;69,20;4,50;84,00;;63,00;18,90;8,00;86,91;4,49;4,46;0,92;55,46;5,53;;
1962,67;9,00;209,60;453,55;53484,00;3956,00;12,20;0,00;(51046.4, 54545.6];34,80;30,60;39,30;Kearny County, Kansas;Kansas;Midwest;2,81;63,00;30,00;16,60;;3,50;23,40;10,50;66,30;1,80;77,50;67,10;54,80;21,40;11,10;83,65;0,86;0,28;10,96;64,97;5,23;;
1962,67;16,00;129,40;453,55;53378,00;7687,00;11,20;8585,92;(51046.4, 54545.6];45,20;41,70;46,80;Kingman County, Kansas;Kansas;Midwest;2,54;56,60;10,30;45,80;;2,30;34,80;14,80;56,50;5,70;71,50;54,00;43,30;32,00;13,70;97,19;0,14;0,00;0,08;55,26;7,68;;
1962,67;6,00;141,40;453,55;46318,00;2564,00;12,80;0,00;(45201, 48021.6];41,70;41,30;42,40;Kiowa County, Kansas;Kansas;Midwest;2,21;60,00;8,50;15,00;;6,50;26,90;17,90;;4,00;73,10;;43,70;34,50;13,30;95,47;0,87;0,67;0,51;56,00;3,78;;
1962,67;4,00;148,60;453,55;53739,00;1670,00;10,90;0,00;(51046.4, 54545.6];535,20;44,70;44,40;Lane County, Kansas;Kansas;Midwest;2,07;55,90;25,20;31,10;;3,00;29,70;15,50;67,90;2,40;78,20;56,70;48,60;29,20;11,20;98,33;0,36;0,00;0,00;47,83;10,03;;
1962,67;126,00;166,50;453,55;65549,00;79315,00;10,90;0,00;(61494.5, 125635];37,30;36,40;38,60;Leavenworth County, Kansas;Kansas;Midwest;2,70;53,10;13,30;30,50;;8,10;30,90;16,40;54,70;5,90;80,20;60,30;42,70;26,70;10,60;83,89;8,46;1,57;1,13;56,93;5,17;;
1962,67;9,00;164,50;453,55;44896,00;3105,00;12,70;0,00;(42724.4, 45201];46,20;43,80;47,90;Lincoln County, Kansas;Kansas;Midwest;2,31;56,30;11,20;44,10;;1,80;32,30;15,60;59,50;6,50;70,80;50,20;40,80;33,00;12,60;97,53;0,82;0,35;0,00;49,89;7,18;;
1962,67;31,00;219,40;453,55;44520,00;9536,00;14,80;0,00;(42724.4, 45201];43,70;44,30;42,90;Linn County, Kansas;Kansas;Midwest;2,26;61,70;20,60;34,70;;0,90;37,20;10,50;52,10;8,30;75,00;49,80;44,80;32,30;13,70;96,31;0,69;0,35;0,16;54,47;7,60;;
1962,67;6,00;129,10;453,55;49852,00;2825,00;9,70;0,00;(48021.6, 51046.4];42,20;40,60;45,70;Logan County, Kansas;Kansas;Midwest;2,21;59,70;27,50;21,30;50,20;0,90;35,50;11,70;63,00;3,90;79,10;56,80;44,80;33,50;10,70;95,42;0,00;0,18;0,47;51,65;7,56;;
1962,67;65,00;182,90;453,55;43038,00;33339,00;18,00;449,92;(42724.4, 45201];32,50;32,50;32,40;Lyon County, Kansas;Kansas;Midwest;2,43;46,00;9,30;23,60;;7,70;33,40;16,60;62,70;7,20;67,30;55,20;46,40;29,50;16,50;88,19;2,54;2,04;3,06;44,49;8,00;;
1962,67;70,00;161,20;453,55;57878,00;28941,00;8,80;1209,36;(54545.6, 61494.5];42,00;40,20;43,60;McPherson County, Kansas;Kansas;Midwest;2,37;58,90;15,90;21,60;;11,30;29,10;19,30;66,00;3,10;80,70;;56,00;27,80;10,90;94,78;1,05;0,68;0,99;56,53;6,08;;
1962,67;30,00;143,80;453,55;47723,00;12103,00;11,90;247,87;(45201, 48021.6];45,00;43,70;46,00;Marion County, Kansas;Kansas;Midwest;2,40;57,90;15,20;20,90;55,80;8,10;36,40;14,70;58,40;5,00;74,90;56,50;49,10;33,40;15,30;95,77;0,81;0,19;0,17;57,88;6,02;;
1962,67;25,00;150,80;453,55;47901,00;9936,00;11,10;0,00;(45201, 48021.6];45,00;43,30;46,30;Marshall County, Kansas;Kansas;Midwest;2,27;61,40;16,90;28,90;47,30;6,90;44,80;11,80;62,10;3,00;77,70;57,40;48,10;32,60;12,20;97,08;0,29;0,29;0,39;55,71;6,35;;
1962,67;11,00;176,20;453,55;53903,00;4330,00;11,70;0,00;(51046.4, 54545.6];39,80;36,50;42,40;Meade County, Kansas;Kansas;Midwest;2,51;61,70;28,10;44,50;;1,20;31,10;16,40;;2,80;76,10;;49,80;27,20;11,20;88,32;0,84;1,05;8,17;61,10;12,22;;
1962,67;56,00;150,20;453,55;63924,00;32553,00;9,50;0,00;(61494.5, 125635];40,40;39,50;41,40;Miami County, Kansas;Kansas;Midwest;2,55;59,30;14,50;36,60;;5,30;32,50;16,50;63,40;5,60;81,10;61,60;56,00;24,50;9,50;95,58;1,34;0,38;0,22;56,82;6,68;;
1962,67;16,00;151,30;453,55;48645,00;6282,00;11,20;0,00;(48021.6, 51046.4];44,40;40,80;48,00;Mitchell County, Kansas;Kansas;Midwest;2,25;59,80;16,50;40,70;;4,20;34,00;18,00;60,50;2,60;79,50;59,80;47,30;27,60;11,30;97,87;0,38;0,70;0,14;55,30;2,55;;
1962,67;99,00;208,40;453,55;42221,00;33314,00;18,00;1921,11;(40362.7, 42724.4];39,40;37,00;41,90;Montgomery County, Kansas;Kansas;Midwest;2,47;50,30;17,30;31,60;;3,90;32,10;11,20;53,80;8,70;64,20;48,20;42,80;36,80;19,20;85,46;5,12;0,92;0,44;47,40;6,41;;
1962,67;20,00;193,40;453,55;44774,00;5645,00;12,50;0,00;(42724.4, 45201];47,60;46,60;49,50;Morris County, Kansas;Kansas;Midwest;2,36;62,00;20,80;36,60;;6,30;35,70;10,00;59,90;3,20;75,90;52,80;42,40;34,60;11,60;96,30;0,16;0,40;0,71;59,43;5,61;;
1962,67;7,00;165,40;453,55;55378,00;3007,00;11,10;0,00;(54545.6, 61494.5];41,60;38,30;46,30;Morton County, Kansas;Kansas;Midwest;2,53;54,20;21,10;51,00;21,70;6,20;32,50;10,60;57,10;5,80;70,90;56,80;49,60;30,10;15,20;85,83;0,93;0,16;7,24;52,57;3,29;;
1962,67;25,00;147,70;453,55;54149,00;10227,00;9,90;586,68;(51046.4, 54545.6];41,60;39,70;43,60;Nemaha County, Kansas;Kansas;Midwest;2,32;61,90;13,60;42,00;;10,00;41,90;16,80;67,10;1,70;80,40;63,90;50,20;28,00;11,60;97,19;0,89;0,25;0,15;56,81;5,56;;
1962,67;42,00;183,50;453,55;41527,00;16346,00;17,70;4098,86;(40362.7, 42724.4];40,00;39,70;40,60;Neosho County, Kansas;Kansas;Midwest;2,47;53,10;9,40;20,70;;4,70;33,60;12,10;60,90;4,70;67,80;53,00;46,20;35,00;18,60;94,61;1,17;0,19;0,44;52,02;8,28;;
1962,67;7,00;128,70;453,55;51923,00;3005,00;10,00;0,00;(51046.4, 54545.6];49,20;46,00;51,90;Ness County, Kansas;Kansas;Midwest;2,18;62,50;31,10;27,40;;17,80;35,90;15,50;60,90;2,70;77,20;;42,60;35,50;14,10;96,88;0,52;0,00;1,53;57,19;9,73;;
1962,67;10,00;109,90;453,55;44846,00;5550,00;13,50;0,00;(42724.4, 45201];44,00;42,10;48,50;Norton County, Kansas;Kansas;Midwest;2,24;49,60;25,10;18,90;41,30;14,70;34,60;15,20;57,00;1,70;72,80;57,90;45,90;32,90;17,30;92,20;2,45;0,36;1,22;53,80;9,78;;
1962,67;39,00;181,30;453,55;52749,00;15847,00;12,90;0,00;(51046.4, 54545.6];42,60;42,20;42,90;Osage County, Kansas;Kansas;Midwest;2,44;57,40;15,70;33,80;;8,80;40,50;12,80;57,30;8,20;71,90;50,60;44,90;35,20;14,30;96,32;0,15;0,17;0,17;55,16;4,45;;
1962,67;12,00;166,20;453,55;38848,00;3683,00;12,90;0,00;(37413.8, 40362.7];48,50;46,50;49,70;Osborne County, Kansas;Kansas;Midwest;2,08;59,60;18,00;22,00;;15,60;36,30;15,10;61,10;4,00;74,60;;38,90;34,80;13,60;97,67;0,40;1,06;0,11;50,91;4,14;;
1962,67;13,00;151,20;453,55;52744,00;5975,00;10,40;0,00;(51046.4, 54545.6];42,20;39,50;45,40;Ottawa County, Kansas;Kansas;Midwest;2,39;63,80;17,10;36,50;;7,30;32,90;15,20;63,20;5,30;77,80;60,60;50,80;27,90;11,30;96,81;0,30;0,00;0,41;58,52;1,47;;
1962,67;18,00;182,50;453,55;47351,00;6838,00;13,90;146,24;(45201, 48021.6];43,10;41,50;48,20;Pawnee County, Kansas;Kansas;Midwest;2,32;46,20;26,00;23,20;49,60;1,20;28,00;12,70;51,60;1,90;72,80;53,20;42,10;32,80;15,20;90,65;4,85;0,00;1,62;45,77;1,12;;
1962,67;16,00;171,10;453,55;45856,00;5428,00;11,40;0,00;(45201, 48021.6];44,70;44,20;45,50;Phillips County, Kansas;Kansas;Midwest;2,29;60,50;33,20;13,90;45,30;7,60;35,30;15,50;63,10;4,30;75,80;55,30;44,50;33,40;15,50;96,86;0,38;0,18;0,16;55,04;9,34;;
1962,67;36,00;153,90;453,55;65373,00;23298,00;10,00;0,00;(61494.5, 125635];34,70;34,70;34,60;Pottawatomie County, Kansas;Kansas;Midwest;2,72;62,30;9,20;35,00;;6,50;31,20;21,20;64,80;3,70;80,40;66,00;52,10;23,80;10,70;94,09;1,29;0,90;0,69;62,61;8,10;;
1962,67;25,00;177,90;453,55;54701,00;9691,00;10,30;6810,44;(54545.6, 61494.5];39,10;35,00;42,60;Pratt County, Kansas;Kansas;Midwest;2,39;55,50;11,90;37,30;;3,90;26,50;18,00;59,90;5,60;71,80;56,10;47,00;32,10;15,70;95,03;0,72;0,01;0,61;52,74;5,28;;
1962,67;9,00;177,80;453,55;44932,00;2506,00;11,80;0,00;(42724.4, 45201];50,90;48,70;52,40;Rawlins County, Kansas;Kansas;Midwest;2,07;61,70;29,10;28,50;;2,50;30,80;18,60;58,20;2,30;77,60;53,60;40,80;35,10;12,40;97,41;0,35;0,12;0,47;53,38;10,29;;
1962,67;152,00;172,60;453,55;46533,00;63718,00;15,80;125,55;(45201, 48021.6];39,50;37,60;42,30;Reno County, Kansas;Kansas;Midwest;2,44;53,30;20,20;32,70;;2,40;28,60;13,80;58,20;5,70;69,70;52,80;46,30;32,50;15,00;91,40;2,98;0,57;1,68;52,29;5,26;;
1962,67;15,00;154,10;453,55;42381,00;4725,00;12,70;0,00;(40362.7, 42724.4];50,90;50,00;51,70;Republic County, Kansas;Kansas;Midwest;2,07;57,40;20,20;23,60;43,40;12,70;35,10;13,40;61,80;3,80;74,70;51,60;42,00;36,90;15,40;97,67;0,15;0,58;0,00;48,88;7,55;;
1962,67;24,00;173,60;453,55;49152,00;9977,00;14,70;0,00;(48021.6, 51046.4];37,90;35,30;41,90;Rice County, Kansas;Kansas;Midwest;2,42;56,40;20,50;22,20;;4,60;30,50;14,00;61,90;5,50;70,10;54,30;47,40;30,50;15,00;90,37;1,81;0,49;4,05;55,40;5,70;;
1962,67;70,00;154,30;453,55;46468,00;75247,00;20,20;252,50;(45201, 48021.6];24,70;24,50;25,30;Riley County, Kansas;Kansas;Midwest;2,49;39,10;2,50;20,30;;8,30;17,40;24,10;54,50;5,80;85,40;73,20;50,60;16,40;6,50;83,26;6,55;4,51;1,11;43,09;4,81;;
1962,67;13,00;164,70;453,55;48383,00;5174,00;12,00;0,00;(48021.6, 51046.4];43,90;43,20;45,30;Rooks County, Kansas;Kansas;Midwest;2,28;57,40;12,60;42,10;;12,60;36,80;14,10;63,20;4,10;71,50;51,40;40,80;35,50;15,90;96,82;0,23;0,58;0,56;51,18;5,27;;
1962,67;8,00;114,30;453,55;43083,00;3130,00;12,10;0,00;(42724.4, 45201];48,80;48,10;49,80;Rush County, Kansas;Kansas;Midwest;2,10;56,80;22,00;20,60;43,00;14,50;33,00;12,80;59,70;5,60;75,20;55,10;45,40;33,50;13,60;98,15;0,00;0,00;0,06;49,39;10,76;;
1962,67;20,00;151,90;453,55;45443,00;7039,00;13,30;0,00;(45201, 48021.6];47,10;43,80;48,50;Russell County, Kansas;Kansas;Midwest;2,12;58,00;25,20;31,00;40,60;3,20;32,80;13,10;60,70;6,90;70,50;48,40;34,10;39,30;16,00;95,44;1,24;0,00;0,01;52,21;10,70;;
1962,67;118,00;175,60;453,55;48460,00;55691,00;13,00;1634,02;(48021.6, 51046.4];37,70;36,80;39,10;Saline County, Kansas;Kansas;Midwest;2,42;48,90;14,50;29,40;;6,20;33,50;15,20;65,00;5,00;70,90;;47,30;29,10;14,50;87,64;3,21;2,48;3,19;46,42;6,84;;
1962,67;11,00;160,50;453,55;56032,00;4964,00;8,30;0,00;(54545.6, 61494.5];42,00;40,70;43,40;Scott County, Kansas;Kansas;Midwest;0,02;65,30;21,00;18,30;48,30;12,30;33,40;15,70;67,50;5,80;84,10;67,10;50,80;24,70;6,30;95,23;0,00;1,06;2,82;56,83;6,63;;
1962,67;864,00;171,50;453,55;51175,00;511574,00;14,70;826,86;(51046.4, 54545.6];34,60;33,40;35,70;Sedgwick County, Kansas;Kansas;Midwest;2,59;49,80;15,40;28,80;;8,50;26,80;19,70;61,90;6,90;69,20;56,70;50,30;28,00;15,30;79,56;9,22;4,26;2,15;47,48;6,45;;
1962,67;29,00;164,40;453,55;47381,00;23152,00;15,70;2850,73;(45201, 48021.6];29,40;29,20;29,60;Seward County, Kansas;Kansas;Midwest;3,05;47,70;25,70;23,70;;2,70;24,80;8,50;66,20;9,00;61,50;53,10;49,00;26,00;17,20;59,38;3,75;2,95;29,93;46,64;6,87;;
1962,67;374,00;171,60;453,55;52795,00;178725,00;15,00;274,16;(51046.4, 54545.6];38,80;37,40;40,10;Shawnee County, Kansas;Kansas;Midwest;2,44;49,50;15,80;31,40;;7,50;31,10;18,70;60,20;6,80;71,70;54,40;48,50;31,90;14,50;82,80;7,87;1,14;1,92;46,65;5,85;;
1962,67;7,00;143,10;453,55;52300,00;2512,00;10,90;0,00;(51046.4, 54545.6];45,70;43,10;48,30;Sheridan County, Kansas;Kansas;Midwest;2,21;64,10;6,70;18,70;;8,20;33,80;15,90;65,10;1,20;73,40;49,70;31,60;37,60;16,10;97,91;0,08;0,00;0,16;56,66;7,38;;
1962,67;14,00;161,60;453,55;43100,00;5983,00;16,20;0,00;(42724.4, 45201];38,40;39,40;36,80;Sherman County, Kansas;Kansas;Midwest;2,14;54,20;25,60;10,10;;10,50;33,30;9,80;64,30;4,00;65,30;;39,50;36,70;19,80;92,77;1,44;0,00;3,77;43,58;7,90;;
1962,67;13,00;157,60;453,55;41303,00;3704,00;13,50;0,00;(40362.7, 42724.4];50,70;50,30;50,90;Smith County, Kansas;Kansas;Midwest;2,21;60,70;10,00;37,20;;4,80;35,30;13,00;59,40;3,20;76,00;49,80;31,20;39,10;15,40;97,49;0,43;0,16;0,05;56,27;8,46;;
1962,67;9,00;126,00;453,55;45945,00;4236,00;14,10;0,00;(45201, 48021.6];43,70;42,30;45,20;Stafford County, Kansas;Kansas;Midwest;2,35;63,10;25,30;21,70;;10,70;28,70;17,00;62,10;2,60;64,70;47,70;38,90;36,80;19,80;95,58;0,97;0,44;1,57;59,25;6,17;;
1962,67;4,00;127,90;453,55;56591,00;2072,00;11,50;0,00;(54545.6, 61494.5];35,70;36,90;33,60;Stanton County, Kansas;Kansas;Midwest;2,58;63,50;21,30;27,00;;3,50;27,40;16,40;71,00;2,40;76,60;60,30;52,00;23,80;11,30;75,10;1,02;0,60;17,22;59,39;13,96;;
1962,67;10,00;148,20;453,55;59773,00;5806,00;9,70;0,00;(54545.6, 61494.5];34,90;34,30;37,00;Stevens County, Kansas;Kansas;Midwest;2,84;68,00;38,70;29,00;;14,80;35,60;12,70;64,40;3,00;69,70;;45,10;25,20;11,80;84,86;0,55;0,28;12,21;71,40;4,25;;
1962,67;53,00;170,10;453,55;52476,00;23535,00;13,30;2846,82;(51046.4, 54545.6];40,80;39,40;41,70;Sumner County, Kansas;Kansas;Midwest;2,55;56,30;20,40;31,10;;5,00;35,90;14,10;58,20;7,00;72,70;56,50;50,50;30,80;14,50;94,38;0,89;0,22;0,72;55,02;6,59;;
1962,67;15,00;154,50;453,55;50639,00;7904,00;11,30;0,00;(48021.6, 51046.4];35,30;34,20;37,20;Thomas County, Kansas;Kansas;Midwest;2,39;55,60;12,20;20,10;;3,80;28,90;18,60;68,90;2,70;81,00;65,90;48,30;24,70;11,30;94,47;1,87;0,09;1,39;53,81;5,79;;
1962,67;9,00;177,90;453,55;46859,00;2927,00;9,90;0,00;(45201, 48021.6];49,10;48,80;49,40;Trego County, Kansas;Kansas;Midwest;2,21;66,00;3,40;26,30;;14,80;33,20;18,50;69,60;1,00;83,30;61,30;47,20;26,80;6,10;95,63;0,30;0,41;0,71;59,37;4,64;;
1962,67;14,00;150,30;453,55;59160,00;6951,00;9,60;0,00;(54545.6, 61494.5];42,10;41,90;43,00;Wabaunsee County, Kansas;Kansas;Midwest;2,59;61,20;10,80;40,70;45,40;3,10;38,90;16,10;60,90;6,20;80,90;63,50;55,20;25,70;9,30;96,40;0,23;0,24;0,17;60,19;4,11;;
1962,67;4,00;175,50;453,55;49109,00;1518,00;12,00;0,00;(48021.6, 51046.4];41,80;43,40;38,80;Wallace County, Kansas;Kansas;Midwest;2,52;60,10;25,60;22,20;38,90;13,30;32,90;19,60;;5,40;75,30;57,70;40,20;26,80;11,20;99,50;0,00;0,06;0,00;57,44;8,33;;
1962,67;18,00;172,40;453,55;43264,00;5598,00;10,80;0,00;(42724.4, 45201];46,30;44,10;48,40;Washington County, Kansas;Kansas;Midwest;2,27;62,50;14,80;19,90;;20,40;38,00;13,20;64,50;3,10;74,40;;44,70;33,90;13,70;97,22;0,76;0,18;0,28;57,33;5,96;;
1962,67;6,00;177,60;453,55;53447,00;2157,00;11,50;0,00;(51046.4, 54545.6];35,70;34,50;40,50;Wichita County, Kansas;Kansas;Midwest;2,79;60,60;36,90;20,60;;16,30;29,60;12,50;67,40;3,10;71,70;46,40;32,80;33,20;12,90;94,33;0,00;0,32;2,90;57,49;7,06;;
1962,67;23,00;171,10;453,55;39764,00;8856,00;16,70;0,00;(37413.8, 40362.7];43,80;42,10;46,10;Wilson County, Kansas;Kansas;Midwest;2,37;53,20;20,00;34,40;;9,00;36,80;9,90;56,20;6,50;60,10;43,40;37,30;40,00;21,30;94,63;0,15;0,63;0,68;49,88;6,21;;
1962,67;16,00;293,90;453,55;35502,00;3115,00;18,40;0,00;(34218.1, 37413.8];47,40;46,90;48,60;Woodson County, Kansas;Kansas;Midwest;2,08;53,60;7,80;46,10;41,10;5,00;38,80;12,70;59,70;4,60;63,10;44,10;35,80;38,50;17,50;94,67;0,53;0,16;0,31;44,94;6,82;;
1962,67;326,00;221,80;453,55;37087,00;163369,00;24,40;214,24;(34218.1, 37413.8];33,30;32,40;34,20;Wyandotte County, Kansas;Kansas;Midwest;2,71;41,70;24,70;33,70;;6,80;32,90;10,70;58,70;11,20;51,40;40,60;36,80;35,30;23,60;61,71;24,28;3,45;6,45;38,97;6,38;;
106,00;46,00;200,20;469,70;31558,00;19027,00;26,30;0,00;[22640, 34218.1];41,00;39,10;42,50;Adair County, Kentucky;Kentucky;South;2,50;50,90;9,50;25,60;60,20;4,70;36,30;9,30;49,80;7,70;56,10;43,00;34,20;40,90;23,80;95,06;2,80;0,34;0,41;53,08;4,55;;
101,00;47,00;195,10;425,80;39801,00;20640,00;19,00;0,00;(37413.8, 40362.7];40,30;39,60;42,00;Allen County, Kentucky;Kentucky;South;2,59;58,20;20,80;45,00;32,60;1,60;36,00;7,70;53,30;9,20;59,50;;39,00;36,70;20,20;96,52;1,36;0,46;0,83;57,42;3,79;;
119,00;47,00;202,20;513,50;54331,00;21979,00;11,30;0,00;(51046.4, 54545.6];39,90;38,50;40,70;Anderson County, Kentucky;Kentucky;South;2,56;57,20;15,40;36,60;44,40;3,50;38,80;11,40;62,40;6,90;77,00;61,60;55,40;28,30;12,90;95,62;2,33;0,57;0,29;56,36;5,40;;
51,00;22,00;191,30;460,20;44732,00;8212,00;16,80;0,00;(42724.4, 45201];42,80;41,50;44,20;Ballard County, Kentucky;Kentucky;South;2,48;54,80;8,70;34,90;;7,60;39,40;8,00;52,80;6,20;61,50;45,80;41,20;40,80;23,70;94,37;3,38;0,59;0,05;53,71;6,11;;
258,00;102,00;192,00;502,20;37666,00;43570,00;19,50;183,61;(37413.8, 40362.7];40,40;39,00;42,00;Barren County, Kentucky;Kentucky;South;2,48;55,80;20,70;39,60;;4,70;41,50;9,00;54,80;7,60;60,60;46,80;41,30;39,00;22,70;93,13;4,21;0,53;0,47;53,03;5,49;;
79,00;33,00;238,50;564,20;34126,00;12228,00;22,70;0,00;[22640, 34218.1];40,40;39,50;40,70;Bath County, Kentucky;Kentucky;South;2,76;51,00;22,40;33,20;;2,30;39,20;9,10;43,80;14,00;51,70;39,60;36,70;46,20;29,70;96,10;1,64;0,02;1,01;52,08;4,99;;
177,00;80,00;223,00;493,50;24868,00;27337,00;33,50;0,00;[22640, 34218.1];41,10;39,20;42,50;Bell County, Kentucky;Kentucky;South;2,44;46,60;20,60;46,40;30,70;2,30;35,60;5,00;35,40;11,60;39,70;26,60;24,40;57,60;39,60;95,01;3,21;0,32;0,03;42,08;3,38;;
526,00;183,00;175,70;483,60;66939,00;127712,00;8,00;0,00;(61494.5, 125635];36,20;35,70;36,60;Boone County, Kentucky;Kentucky;South;2,77;58,20;13,00;36,90;;12,00;28,10;20,10;66,90;5,60;80,20;;63,40;21,80;10,40;91,74;3,00;2,38;0,91;58,58;5,29;;
120,00;45,00;176,50;490,80;42812,00;20116,00;19,20;0,00;(42724.4, 45201];41,10;40,00;43,30;Bourbon County, Kentucky;Kentucky;South;2,51;49,10;16,70;42,50;34,60;6,10;36,70;10,90;56,20;9,90;65,30;49,90;44,60;35,30;18,30;89,98;7,13;0,21;1,90;48,49;4,05;;
332,00;130,00;198,20;525,00;40224,00;48325,00;23,10;269,01;(37413.8, 40362.7];41,90;40,50;43,40;Boyd County, Kentucky;Kentucky;South;2,41;51,70;22,20;32,70;;3,60;35,90;10,30;46,30;10,50;61,70;43,30;40,20;42,40;23,00;94,74;2,73;0,40;0,13;50,46;4,64;;
