"avgAnnCount"	"avgDeathsPerYear"	"TARGET_deathRate"	"incidenceRate"	"medIncome"	"popEst2015"	"povertyPercent"	"studyPerCap"	"binnedInc"	"MedianAge"	"MedianAgeMale"	"MedianAgeFemale"	"Geography"	"State"	"Region.CAT."	"AvgHouseholdSize"	"PercentMarried"	"PctNoHS18_24"	"PctHS18_24"	"PctSomeCol18_24"	"PctBachDeg18_24"	"PctHS25_Over"	"PctBachDeg25_Over"	"PctEmployed16_Over"	"PctUnemployed16_Over"	"PctPrivateCoverage"	"PctPrivateCoverageAlone"	"PctEmpPrivCoverage"	"PctPublicCoverage"	"PctPublicCoverageAlone"	"PctWhite"	"PctBlack"	"PctAsian"	"PctOtherRace"	"PctMarriedHouseholds"	"BirthRate"	"NOTINUSE1"	"NOTINUSE2"
297	113	185.3	514.4	49040	35567	12.6	2755.363118	"(48021.6, 51046.4]"	49.9	48.9	51	"Oneida County, Wisconsin"	"Wisconsin"	"Midwest"	2.33	56.8	11	45.1	NA	5.8	34.3	15.5	54.7	6.3	71.8	NA	41.6	41.2	17.5	96.32289008	0.737665835	0.628278125	0.266457241	55.73650625	4.641415709	""	""
102	45	195.2	484.9	39999	14124	16.9	708.0147267	"(37413.8, 40362.7]"	47.5	46.7	48.3	"Rusk County, Wisconsin"	"Wisconsin"	"Midwest"	2.27	55.5	22.6	42	NA	3.5	43.2	10.1	55.2	5.9	60.6	42.3	36.3	46.4	25.3	96.85867521	0.982099324	0.376123146	0.362192659	50.79339638	4.399845619	""	""
316	141	176.8	420.9	50243	63642	11.9	0	"(48021.6, 51046.4]"	40.9	38.3	43.3	"Sauk County, Wisconsin"	"Wisconsin"	"Midwest"	2.45	53.8	17.2	37.1	NA	9.3	36.6	15.3	64.9	5.5	71.9	55.5	49.1	34.4	17.2	95.251778	0.53498857	0.671513843	0.612776226	52.09427184	4.992503748	""	""
123	55	208.5	483.8	40701	16376	17	0	"(40362.7, 42724.4]"	49.3	49.1	49.6	"Sawyer County, Wisconsin"	"Wisconsin"	"Midwest"	2.19	57	29.4	36.5	NA	4	34.5	14.6	NA	9.8	57.9	NA	32.9	48.4	27.4	78.21998423	0.691621671	0.43074683	0.588485106	51.33849708	4.272316777	""	""
160	70	168	415.9	46943	30506	18	0	"(45201, 48021.6]"	42.3	41.8	42.9	"Vernon County, Wisconsin"	"Wisconsin"	"Midwest"	2.54	58.6	25.6	40.4	NA	2.2	38.1	13.5	57.8	4	63.6	NA	42.4	33.2	16.5	97.29185244	0.501998084	0.48548499	0.67703689	56.98248001	7.467204844	""	""
63	27	159.8	416.6	50437	12022	10.7	0	"(48021.6, 51046.4]"	41.2	41.5	40.6	"Big Horn County, Wyoming"	"Wyoming"	"West"	2.59	56.2	21.7	37.4	NA	0.1	31.3	14.5	56.9	4.4	65.3	49.4	44.3	32.3	14.6	95.03993274	0.058848256	0.479192938	1.269440942	56.44622578	6.672369547	""	""
67	30	196.6	434.9	63166	14236	9.3	0	"(61494.5, 125635]"	40.3	38.9	41.6	"Converse County, Wyoming"	"Wyoming"	"West"	2.47	58.9	12.4	48.4	NA	3.7	38	12.4	66.4	5.1	74.1	57.9	50.7	28.8	12.8	95.10673002	0.141833912	0.921920431	0.744628041	56.42064471	9.966777409	""	""
50	21	182.3	448	50802	8328	12.6	0	"(48021.6, 51046.4]"	43.4	43.7	43.1	"Washakie County, Wyoming"	"Wyoming"	"West"	2.34	56	34.2	52.3	NA	0.2	29.3	15	58.7	6.8	66.8	49.3	43.8	32.2	13.9	91.23809524	0.678571429	0.166666667	4.142857143	51.70842825	5.37037037	""	""
136	55	193.2	487.2	38366	23609	17.2	0	"(37413.8, 40362.7]"	39.3	37.1	41.5	"Itawamba County, Mississippi"	"Mississippi"	"South"	2.54	51.9	8	35.3	NA	3.4	31.8	8.8	50	9.3	61.2	46.6	41.5	39	22	91.71463903	6.528506247	0.217474735	0.571404205	53.67289191	5.256362966	""	""
55	22	171	432	33015	9969	28.2	0	"[22640, 34218.1]"	38.3	35.7	41.5	"Kemper County, Mississippi"	"Mississippi"	"South"	2.53	36.7	31.6	21.9	NA	6	31.1	7.9	42.9	10.1	49.6	35.6	32.2	47.2	27	36.83282734	59.01478797	0.107726961	0	35.63437926	8.165019338	""	""
82	33	211.9	527.4	38471	12622	22.3	0	"(37413.8, 40362.7]"	40.7	40	41.1	"Lawrence County, Mississippi"	"Mississippi"	"South"	2.63	51.6	20.6	43.2	33.3	2.8	35.4	8.5	47.2	10.8	56.4	40.8	34.8	39.2	22.2	66.335611	32.30573653	0.063562689	0.158906722	51.52719665	5.109751709	""	""
459	225	249.7	517.1	43374	85300	19.4	246.1899179	"(42724.4, 45201]"	36.5	35.2	37.6	"Lee County, Mississippi"	"Mississippi"	"South"	2.6	48.8	19.5	28.9	NA	6.3	27.5	14.1	57.7	7.8	61.8	49.4	44.7	36.2	21.8	68.92845383	27.96697869	0.677360177	0.839644386	47.92176039	4.984662577	""	""
285	121	185	445.6	39937	59710	23.6	150.7285212	"(37413.8, 40362.7]"	36.3	35	37.7	"Lowndes County, Mississippi"	"Mississippi"	"South"	2.5	45.7	16.1	24.1	NA	10.5	29	14.2	NA	12.6	57.5	43.1	35.5	38.5	21.7	53.79654601	43.83323004	0.703529372	0.626476155	44.66265578	6.778509815	""	""
430	269	292.5	460.5	66671	103465	13.1	19.33020828	"(61494.5, 125635]"	37	35.4	37.8	"Madison County, Mississippi"	"Mississippi"	"South"	2.65	52.3	15.4	22.5	NA	10.9	16	26.7	62.9	5.4	75.2	62.5	51.2	26.6	13.5	56.73240055	38.23775973	2.318317	1.872218119	51.2302261	4.789430223	""	""
146	66	205.5	462.7	33428	25563	30.4	0	"[22640, 34218.1]"	39.1	37.3	40.5	"Marion County, Mississippi"	"Mississippi"	"South"	2.58	50.3	27.6	30.5	NA	3.4	36.5	8.7	45.5	10.4	48.3	36.1	31.2	45	27.1	65.7627638	32.29537707	0.011490291	0.578344632	48.83839413	7.310838446	""	""
164	72	209.6	500.6	33236	18670	19.5	0	"[22640, 34218.1]"	52.5	51.8	53.2	"Benton County, Missouri"	"Missouri"	"Midwest"	2.28	56.9	24.1	29.7	NA	6.5	44.8	7.7	40.4	10.2	56.5	33.7	26.4	51	25.4	97.08815106	0.434920972	0.116686114	0.164421343	54.43612713	2.363989637	""	""
62	26	199.3	508.2	43111	9014	16.2	0	"(42724.4, 45201]"	42.3	41.4	43.5	"Caldwell County, Missouri"	"Missouri"	"Midwest"	2.39	58.6	33	37	NA	1.3	44	13.4	54.6	5.2	70.1	54.5	46.2	33.7	16.6	96.62005945	0.759660905	0.253220302	0.308268193	55.45087483	7.368995633	""	""
360	153	170.3	422.7	47705	78572	17	1374.535458	"(45201, 48021.6]"	36	35.2	37.3	"Cape Girardeau County, Missouri"	"Missouri"	"Midwest"	2.49	49.2	9	20.9	NA	8.4	32	18.1	60.3	6.3	74.2	NA	51.9	28.8	13.8	88.31275932	7.646316006	1.313042806	0.454861737	50.43463668	4.895140929	""	""
39	21	255.8	492.8	32170	6263	24	0	"[22640, 34218.1]"	40.9	41.7	40.4	"Carter County, Missouri"	"Missouri"	"Midwest"	2.54	46.7	13.9	49.1	NA	4.2	31.3	7.2	48.7	9.7	47.2	36.7	30	43.1	26.6	95.84659453	0.063653724	0	0.254614895	44.55768447	2.629656684	""	""
376	139	168.6	458.6	51885	76720	13.3	808.1334724	"(51046.4, 54545.6]"	38	36.8	39.4	"Cole County, Missouri"	"Missouri"	"Midwest"	2.44	49.3	18.7	29.9	NA	7.3	31.1	21	59.1	4.9	75.5	61	56.4	27.6	13.1	83.18503129	11.62243738	1.136764533	1.74957208	48.27492529	6.328460877	""	""
150	65	206.8	488	37379	24526	20.7	0	"(34218.1, 37413.8]"	41.2	40	42.3	"Crawford County, Missouri"	"Missouri"	"Midwest"	2.61	51.8	30.1	38.1	NA	7.7	38.4	7.8	48.2	12.7	54.7	NA	33.6	40.8	24.7	97.65206813	0.218978102	0.072992701	0.0162206	50.41357826	7.465766273	""	""
47	23	206.3	433.7	41610	8253	16.8	0	"(40362.7, 42724.4]"	40.5	40.4	40.8	"Daviess County, Missouri"	"Missouri"	"Midwest"	2.65	58.1	42.1	28.5	NA	1.1	40.5	11.4	53.7	5.7	58.8	40.3	32.8	34.7	15.7	97.42660384	0.894043736	0.060408361	0.132898393	59.99343617	7.483794932	""	""
1962.667684	42	173	453.5494221	56927	18930	9.4	0	"(54545.6, 61494.5]"	43.5	42.6	44.6	"Jefferson County, Kansas"	"Kansas"	"Midwest"	2.47	61.7	16	37.6	NA	4.7	40.7	12.7	62	6.9	77.6	60.4	54.2	29.1	11.9	95.68737433	0.476240872	0.021166261	0.132289131	60.9652612	5.155718398	""	""
1962.667684	6	141.4	453.5494221	46318	2564	12.8	0	"(45201, 48021.6]"	41.7	41.3	42.4	"Kiowa County, Kansas"	"Kansas"	"Midwest"	2.21	60	8.5	15	NA	6.5	26.9	17.9	NA	4	73.1	NA	43.7	34.5	13.3	95.46529968	0.867507886	0.670347003	0.512618297	56.00375235	3.783783784	""	""
1962.667684	4	148.6	453.5494221	53739	1670	10.9	0	"(51046.4, 54545.6]"	535.2	44.7	44.4	"Lane County, Kansas"	"Kansas"	"Midwest"	2.07	55.9	25.2	31.1	NA	3	29.7	15.5	67.9	2.4	78.2	56.7	48.6	29.2	11.2	98.32735962	0.358422939	0	0	47.82608696	10.02949853	""	""
1962.667684	126	166.5	453.5494221	65549	79315	10.9	0	"(61494.5, 125635]"	37.3	36.4	38.6	"Leavenworth County, Kansas"	"Kansas"	"Midwest"	2.7	53.1	13.3	30.5	NA	8.1	30.9	16.4	54.7	5.9	80.2	60.3	42.7	26.7	10.6	83.88535927	8.462551293	1.574903806	1.127487952	56.92974913	5.174510519	""	""
1962.667684	20	193.4	453.5494221	44774	5645	12.5	0	"(42724.4, 45201]"	47.6	46.6	49.5	"Morris County, Kansas"	"Kansas"	"Midwest"	2.36	62	20.8	36.6	NA	6.3	35.7	10	59.9	3.2	75.9	52.8	42.4	34.6	11.6	96.29565217	0.156521739	0.4	0.713043478	59.43474647	5.611775529	""	""
1962.667684	7	165.4	453.5494221	55378	3007	11.1	0	"(54545.6, 61494.5]"	41.6	38.3	46.3	"Morton County, Kansas"	"Kansas"	"Midwest"	2.53	54.2	21.1	51	21.7	6.2	32.5	10.6	57.1	5.8	70.9	56.8	49.6	30.1	15.2	85.83386993	0.933676755	0.160978751	7.244043786	52.56518082	3.29153605	""	""
1962.667684	42	183.5	453.5494221	41527	16346	17.7	4098.862107	"(40362.7, 42724.4]"	40	39.7	40.6	"Neosho County, Kansas"	"Kansas"	"Midwest"	2.47	53.1	9.4	20.7	NA	4.7	33.6	12.1	60.9	4.7	67.8	53	46.2	35	18.6	94.60512696	1.169092127	0.194848688	0.444498569	52.01918614	8.276059565	""	""
1962.667684	10	109.9	453.5494221	44846	5550	13.5	0	"(42724.4, 45201]"	44	42.1	48.5	"Norton County, Kansas"	"Kansas"	"Midwest"	2.24	49.6	25.1	18.9	41.3	14.7	34.6	15.2	57	1.7	72.8	57.9	45.9	32.9	17.3	92.20035778	2.450805009	0.357781753	1.216457961	53.79896177	9.776833156	""	""
1962.667684	39	181.3	453.5494221	52749	15847	12.9	0	"(51046.4, 54545.6]"	42.6	42.2	42.9	"Osage County, Kansas"	"Kansas"	"Midwest"	2.44	57.4	15.7	33.8	NA	8.8	40.5	12.8	57.3	8.2	71.9	50.6	44.9	35.2	14.3	96.31840796	0.149253731	0.167910448	0.167910448	55.1575711	4.447806354	""	""
1962.667684	25	177.9	453.5494221	54701	9691	10.3	6810.442679	"(54545.6, 61494.5]"	39.1	35	42.6	"Pratt County, Kansas"	"Kansas"	"Midwest"	2.39	55.5	11.9	37.3	NA	3.9	26.5	18	59.9	5.6	71.8	56.1	47	32.1	15.7	95.03029058	0.718759626	0.010267995	0.605811685	52.7421835	5.278450363	""	""
1962.667684	15	154.1	453.5494221	42381	4725	12.7	0	"(40362.7, 42724.4]"	50.9	50	51.7	"Republic County, Kansas"	"Kansas"	"Midwest"	2.07	57.4	20.2	23.6	43.4	12.7	35.1	13.4	61.8	3.8	74.7	51.6	42	36.9	15.4	97.66957969	0.145651269	0.582605077	0	48.87912088	7.552083333	""	""
1962.667684	20	151.9	453.5494221	45443	7039	13.3	0	"(45201, 48021.6]"	47.1	43.8	48.5	"Russell County, Kansas"	"Kansas"	"Midwest"	2.12	58	25.2	31	40.6	3.2	32.8	13.1	60.7	6.9	70.5	48.4	34.1	39.3	16	95.43503148	1.244991414	0	0.014310246	52.20747144	10.703125	""	""
1962.667684	374	171.6	453.5494221	52795	178725	15	274.1642188	"(51046.4, 54545.6]"	38.8	37.4	40.1	"Shawnee County, Kansas"	"Kansas"	"Midwest"	2.44	49.5	15.8	31.4	NA	7.5	31.1	18.7	60.2	6.8	71.7	54.4	48.5	31.9	14.5	82.79565081	7.873954092	1.136516175	1.924023446	46.64695662	5.852417303	""	""
1962.667684	10	148.2	453.5494221	59773	5806	9.7	0	"(54545.6, 61494.5]"	34.9	34.3	37	"Stevens County, Kansas"	"Kansas"	"Midwest"	2.84	68	38.7	29	NA	14.8	35.6	12.7	64.4	3	69.7	NA	45.1	25.2	11.8	84.85793486	0.554400554	0.277200277	12.21413721	71.40009965	4.250386399	""	""
1962.667684	9	177.9	453.5494221	46859	2927	9.9	0	"(45201, 48021.6]"	49.1	48.8	49.4	"Trego County, Kansas"	"Kansas"	"Midwest"	2.21	66	3.4	26.3	NA	14.8	33.2	18.5	69.6	1	83.3	61.3	47.2	26.8	6.1	95.62860047	0.304981362	0.406641816	0.711623179	59.37019969	4.642857143	""	""
1962.667684	4	175.5	453.5494221	49109	1518	12	0	"(48021.6, 51046.4]"	41.8	43.4	38.8	"Wallace County, Kansas"	"Kansas"	"Midwest"	2.52	60.1	25.6	22.2	38.9	13.3	32.9	19.6	NA	5.4	75.3	57.7	40.2	26.8	11.2	99.4984326	0	0.062695925	0	57.44	8.333333333	""	""
101	47	195.1	425.8	39801	20640	19	0	"(37413.8, 40362.7]"	40.3	39.6	42	"Allen County, Kentucky"	"Kentucky"	"South"	2.59	58.2	20.8	45	32.6	1.6	36	7.7	53.3	9.2	59.5	NA	39	36.7	20.2	96.51682633	1.355932203	0.456890199	0.830262835	57.42217649	3.786096257	""	""
332	130	198.2	525	40224	48325	23.1	269.0118986	"(37413.8, 40362.7]"	41.9	40.5	43.4	"Boyd County, Kentucky"	"Kentucky"	"South"	2.41	51.7	22.2	32.7	NA	3.6	35.9	10.3	46.3	10.5	61.7	43.3	40.2	42.4	23	94.74415847	2.727068299	0.400678701	0.130833861	50.45658567	4.636200208	""	""
92	40	224.7	525	42640	12681	18.2	0	"(40362.7, 42724.4]"	42.6	42.3	42.9	"Caldwell County, Kentucky"	"Kentucky"	"South"	2.39	55.2	7.7	60.2	NA	5.8	44.9	7.7	52.4	8.7	60.5	45.6	41.6	42.1	24.2	92.65554343	5.824107282	0.046779978	0	50.10391083	7.912885662	""	""
219	89	210.6	522.6	49012	35757	16	0	"(48021.6, 51046.4]"	41.7	39.6	43	"Clark County, Kentucky"	"Kentucky"	"South"	2.49	52.6	13.7	38.3	NA	5.5	35.2	13.8	55.8	7.9	64.4	50.2	44.8	37.2	20.9	92.94107749	5.250021034	0.572117677	0.218750876	50.3774783	4.293271005	""	""
81	23	125.2	373.1	66846	24130	8.4	0	"(61494.5, 125635]"	40.1	39.8	40.5	"Routt County, Colorado"	"Colorado"	"West"	2.46	51.2	10.7	30.3	48.7	10.3	20.5	34.2	NA	4	77.4	68.1	46.4	19.1	10.1	94.89112937	0.419384902	1.037871728	1.923239854	50.77934471	4.116913206	""	""
22	5	97.9	358.5	59603	7879	9.9	0	"(54545.6, 61494.5]"	40.7	40.5	41	"San Miguel County, Colorado"	"Colorado"	"West"	2.31	45.7	7.8	25.2	NA	30.4	18	39.7	70.6	5.8	73.4	63.5	39.3	21.7	12.6	95.90932777	0.234497134	1.341844711	0.677436165	40.63444109	4.135338346	""	""
157	74	198.2	421.7	33881	31696	23.1	0	"[22640, 34218.1]"	38.8	36.8	39.9	"Franklin County, Alabama"	"Alabama"	"South"	2.62	50.3	23.3	33.7	NA	3.7	37.5	7.4	49.4	9.8	58.6	44.9	40.3	38.3	21.7	88.27211228	4.912435987	0.091673516	4.194853638	49.02337229	3.264508929	""	""
883	329	150.7	389.5	61501	285174	10.5	171.8249209	"(61494.5, 125635]"	406.8	33.3	34.4	"Weld County, Colorado"	"Colorado"	"West"	2.8	55	14.4	30.9	48.6	6.1	27	17.8	63.1	6.6	69.9	58.6	51	27.3	16.3	87.205294	1.069947001	1.347121957	6.675081565	57.01953465	6.80980854	""	""
147	72	209.9	434.4	39980	26928	22.6	0	"(37413.8, 40362.7]"	39.6	36.8	44.9	"Bradford County, Florida"	"Florida"	"South"	2.72	39.5	27.5	32.8	NA	6.3	37	7.8	41	12.4	57.4	NA	35.4	38.7	20.6	77.59247695	20.04554972	0.404070088	0.139587849	45.24515393	2.467138524	""	""
935	357	182.6	471.3	58539	203967	10.9	88.24956978	"(54545.6, 61494.5]"	39	37.6	40	"Clay County, Florida"	"Florida"	"South"	2.84	53.4	16	35.4	NA	5	30.7	16.7	55.7	10.7	70.1	54.5	41.7	29.7	14.9	82.00864161	9.763596853	3.166393978	1.06931014	56.88094652	3.920755108	""	""
66	34	216.2	412	36788	11761	25.3	0	"(34218.1, 37413.8]"	42.1	39.1	48.7	"Franklin County, Florida"	"Florida"	"South"	2.24	49.8	37.6	20.3	NA	1.4	35.4	10.1	43.9	9.4	52.8	34.1	28.7	43.3	20.9	81.99174407	14.55108359	0.756793946	0.455796354	50.50714615	4.934210526	""	""
950	369	155.8	390.5	45463	286272	23.3	38.42499441	"(45201, 48021.6]"	30	29.1	30.7	"Leon County, Florida"	"Florida"	"South"	2.43	37.8	6.7	15.4	NA	12.9	19	25.3	59.7	10.6	74	61.8	52.2	24.1	12.8	62.22626705	31.12709408	3.224358521	0.866968262	37.82864464	3.782242355	""	""
216	101	203.3	440.9	37065	39469	25.9	0	"(34218.1, 37413.8]"	39.9	39.2	41.2	"Okeechobee County, Florida"	"Florida"	"South"	2.77	45.8	36.9	35.2	25.5	2.4	37	7	42	11.8	43.9	30	25.3	46.5	29.2	85.42860782	9.007769711	0.96802955	2.741052095	48.67392304	4.691483937	""	""
4568	1645	161.7	440.7	47069	1288126	18.2	271.7125499	"(45201, 48021.6]"	34.4	33.4	35.3	"Orange County, Florida"	"Florida"	"South"	2.75	42.8	11.9	25.1	NA	10.6	26.1	20.8	61.6	9.1	60.3	51.6	44.5	26.9	17.6	64.47102167	20.80926643	5.192105377	6.222178466	43.90160228	4.907650931	""	""
5978	2528	165	430.8	45162	949827	15.2	184.2440781	"(42724.4, 45201]"	47.1	45.6	48.5	"Pinellas County, Florida"	"Florida"	"South"	2.27	44.2	16.2	32.4	NA	8.2	29.5	18.8	NA	8.4	61.3	46.5	38.5	37.1	20	82.64219084	10.32049101	3.170341297	0.998843772	40.13853119	4.507693163	""	""
3000	1247	146.4	410.8	52109	405549	10.8	199.7292559	"(51046.4, 54545.6]"	54	52.2	55.5	"Sarasota County, Florida"	"Florida"	"South"	2.21	53.5	14.6	38.9	NA	6.4	30.2	19.3	45.6	8.2	66.2	41.1	30.9	43.9	17.2	91.17611048	4.713573684	1.463123473	0.769313179	49.33984074	3.94772339	""	""
570	189	169.8	499.8	68421	133378	7.7	0	"(61494.5, 125635]"	35.7	35	36.4	"Canadian County, Oklahoma"	"Oklahoma"	"South"	2.88	55.1	14	34	45.1	6.8	29.3	18.6	65.6	4.5	76.5	63.1	55.8	23.7	11.6	82.15511161	2.296482372	3.052467253	2.875753806	58.40512737	5.36432284	""	""
266	120	206.1	472	44402	48689	16.5	20.53851999	"(42724.4, 45201]"	38.6	37.5	39.4	"Carter County, Oklahoma"	"Oklahoma"	"South"	2.67	49.9	24.1	37.8	31.8	6.4	39.6	12.5	55.6	6.1	60.1	45.4	39.7	36.5	20.7	74.65835432	6.975351967	0.93101028	2.087031914	49.10729277	5.886681383	""	""
222	106	207.3	438.1	38027	48447	20.6	0	"(37413.8, 40362.7]"	34.8	33.3	36.2	"Cherokee County, Oklahoma"	"Oklahoma"	"South"	2.81	46	12.7	29	NA	6.4	31.1	14.9	50.4	7.9	50.9	37.6	33.2	37.1	22	52.64153689	1.336881718	0.332661081	1.230845999	47.64763538	5.833404093	""	""
91	41	205.3	471.1	36953	14818	19.2	0	"(34218.1, 37413.8]"	42.3	40.3	44	"Craig County, Oklahoma"	"Oklahoma"	"South"	2.52	49	24.1	35.7	NA	0.7	40.3	9.9	48.6	6.4	58	39.1	34.2	39.1	18.8	65.97938144	3.228431905	0.617200217	0.969886055	51.01513474	6.007301693	""	""
241	112	182.4	408.4	36424	41459	18.8	0	"(34218.1, 37413.8]"	45.8	44.9	46.7	"Delaware County, Oklahoma"	"Oklahoma"	"South"	2.47	55	22	43.5	NA	3.2	37.2	11.6	47.7	9.2	52.4	33.9	28.7	44.9	23.5	66.20782922	0.304281678	1.144678693	1.113284552	52.93762454	4.550418639	""	""
31	14	202.1	451.5	50348	4995	12.4	0	"(48021.6, 51046.4]"	41.5	38.3	43.4	"Dewey County, Oklahoma"	"Oklahoma"	"South"	2.57	59.1	35.8	31.3	NA	2	42.3	17.6	54.9	2.7	63.8	NA	39.9	32.8	19.1	88.73123586	0.185070944	0.863664405	0.123380629	59.69746083	2.164502165	""	""
322	138	184.6	449.4	49136	63569	14.5	251.6950086	"(48021.6, 51046.4]"	36.2	34.9	37.3	"Garfield County, Oklahoma"	"Oklahoma"	"South"	2.52	55.7	18.7	36.9	NA	15.2	35.6	14.5	58.5	5.6	65.4	48.7	39.9	34.5	18.7	82.10702341	3.217455621	1.006560329	5.079431438	53.62409659	7.18973747	""	""
35	14	174.7	442.7	34872	6070	25.2	0	"(34218.1, 37413.8]"	41.3	39.6	46.2	"Greer County, Oklahoma"	"Oklahoma"	"South"	2.3	45	28.1	31.8	38.8	1.3	37	10	46.2	4.4	61.4	39.7	34.7	38.6	16.4	79.09105771	7.209416381	0.049043649	5.54193232	48.9021043	9.857723577	""	""
42	21	231.3	470.4	32645	6276	23	0	"[22640, 34218.1]"	42.4	40.7	44.1	"Jefferson County, Oklahoma"	"Oklahoma"	"South"	2.5	52.4	19.4	55.6	NA	1.9	44.8	8.5	50	6.5	48.6	NA	29.1	43.9	26	83.42018001	0.694773409	0.094741829	4.058108321	48.88709025	6.331168831	""	""
81	31	174.7	465.5	59525	15584	10	0	"(54545.6, 61494.5]"	38.6	36.1	40.3	"Kingfisher County, Oklahoma"	"Oklahoma"	"South"	2.64	60.6	18.3	38.7	NA	9.2	36.1	13.6	62.7	3.6	70.5	53.9	46.7	29.2	15	85.04117109	0.52934257	0	7.36505032	58.66573768	5.947846469	""	""
183	83	202.4	454.6	34964	33048	20.9	0	"(34218.1, 37413.8]"	39.1	37.9	40.3	"McCurtain County, Oklahoma"	"Oklahoma"	"South"	2.53	51.9	27.3	35.9	NA	2.4	41.6	9.2	48.3	8.3	43	31.3	27.7	44.7	29.1	65.5462692	8.321515856	0.096551308	1.647406692	48.78370003	4.988383217	""	""
221	102	202.5	434.6	41806	40887	17.6	0	"(40362.7, 42724.4]"	39.3	38.7	40.2	"Mayes County, Oklahoma"	"Oklahoma"	"South"	2.56	55.4	22.6	43.7	NA	1.6	37.5	11.3	52.3	7	55.1	39.3	35.3	39.8	22	67.69575926	0.419440583	0.43651084	0.053649377	53.84371029	5.739464467	""	""
400	179	211.7	483.4	41015	69699	22.2	0	"(40362.7, 42724.4]"	37.8	36.4	39	"Muskogee County, Oklahoma"	"Oklahoma"	"South"	2.53	48.9	20	40.8	NA	2.4	35.8	13.2	49.6	8.2	52.4	39.1	34.5	39.3	23.2	60.69434951	11.08452951	0.694919116	1.720209615	46.70006452	6.694613026	""	""
166	96	229.7	413.3	35580	31981	22.1	0	"(34218.1, 37413.8]"	38.5	37.1	40	"Ottawa County, Oklahoma"	"Oklahoma"	"South"	2.58	50.9	18.7	38.7	NA	2	36.4	9	51.5	9.4	52.4	37	32.3	42.9	25	69.07589216	0.956833411	0.729312763	1.390057659	50.00414559	5.394016013	""	""
203	86	195.7	475.3	41423	38194	17.3	0	"(40362.7, 42724.4]"	35.3	33.7	36.9	"Pontotoc County, Oklahoma"	"Oklahoma"	"South"	2.52	47.4	14.4	30.1	49.6	5.9	33.5	16.7	58.3	6.2	58	45	40	35	20.2	71.0760741	2.351859151	0.906582578	0.525555118	45.82276746	5.893866899	""	""
336	137	177.5	420.3	58921	76559	9.8	0	"(54545.6, 61494.5]"	38.4	37.9	39	"Wagoner County, Oklahoma"	"Oklahoma"	"South"	2.74	57.5	20.6	39.3	NA	5.9	35.3	16.2	59.2	6	67	53	47.1	31.3	16.7	76.02764256	3.556127389	1.258770941	1.09827433	58.88459857	4.655824075	""	""
110	46	169.5	438.3	38966	16005	20.6	0	"(37413.8, 40362.7]"	48.2	46.8	49.8	"Baker County, Oregon"	"Oregon"	"West"	2.16	56.3	19.4	36.4	39.1	5	31.8	13.1	48	10.1	61.9	NA	33.4	45.6	22.3	94.94144032	0.255419885	0.67904311	0.336406678	51.56424581	9.370529328	""	""
1976	720	160.2	447.3	65555	401515	9.5	249.0566978	"(61494.5, 125635]"	41.3	40.1	42.5	"Clackamas County, Oregon"	"Oregon"	"West"	2.59	54.9	11.8	33.9	NA	9.3	23.5	21.5	59.2	8.3	75.3	NA	51.8	28.3	13.5	89.27146298	0.912853907	4.087685331	1.526558785	54.65082062	5.072389596	""	""
137	46	144.3	455.6	38155	21630	18.3	0	"(37413.8, 40362.7]"	48.1	46.8	49.2	"Crook County, Oregon"	"Oregon"	"West"	2.29	59.1	29.2	40.8	NA	0	37.8	10.5	46.4	13.5	56.9	35.2	30.7	49.4	26	92.75625119	0.563084558	0.300629891	2.76770376	54.82982707	6.462075848	""	""
39	18	162.7	368.7	36340	7200	21.3	138.8888889	"(34218.1, 37413.8]"	46.2	44.7	46.6	"Harney County, Oregon"	"Oregon"	"West"	2.32	61.4	19	51.8	NA	1.3	33.9	9.8	48.9	16.1	64.3	43.6	33.9	42.2	20.9	91.76926269	0.650159081	0.553326878	0.940655692	57.70243581	8.321273517	""	""
104	41	166.7	431.3	54063	23137	14.6	0	"(51046.4, 54545.6]"	39.4	39.3	39.5	"Hood River County, Oregon"	"Oregon"	"West"	2.66	52.2	15.7	39.9	32	12.3	25.6	21	63.7	5.1	63.2	49.4	36.9	33.2	18.8	87.8192448	0.545078905	1.758319047	6.387093938	51.39821712	3.453598302	""	""
91	42	163.9	358.5	42753	22666	21.2	0	"(42724.4, 45201]"	39.9	38.4	40.9	"Jefferson County, Oregon"	"Oregon"	"West"	2.76	47.9	28.6	33.2	NA	0.5	29.5	11.3	47.2	14.4	53.8	36.8	32	43.3	26.5	70.88980554	0.974570509	0.775123521	7.044104982	48.66094644	6.839517211	""	""
1780	748	169.1	418.7	44976	362895	18.4	286.5842737	"(42724.4, 45201]"	39.3	37.6	41	"Lane County, Oregon"	"Oregon"	"West"	2.39	45.5	8.9	24.2	NA	7.5	25	17.2	NA	9.9	65.4	49.2	41.9	37	19.8	88.36862152	1.084691648	2.511062567	2.227356747	44.09409512	4.213583027	""	""
157	61	164.4	441.7	35094	30380	28.7	32.91639236	"(34218.1, 37413.8]"	36.1	35.3	37.3	"Malheur County, Oregon"	"Oregon"	"West"	2.62	47.3	20.3	37.9	39.8	2	29.9	9.4	44.6	11.2	54.6	NA	31.2	44.5	26.2	85.66004386	1.243821806	1.639880855	6.628260941	49.52362434	8.019109367	""	""
